system,distance_scope,protein_type,bin_start_nm,bin_end_nm,frame_mean_count_mean,frame_mean_probability_mean,cumulative_probability_mean,frame_mean_count_sd,frame_mean_probability_sd,cumulative_probability_sd,frame_mean_count_n,frame_mean_probability_n,cumulative_probability_n
M0O100D1,bead,MED1,47.5,47.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,47.75,48.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,48.0,48.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,48.25,48.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,48.5,48.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,48.75,49.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,49.0,49.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,49.25,49.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,49.5,49.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,49.75,50.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,50.0,50.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,50.25,50.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,50.5,50.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,50.75,51.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,51.0,51.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,51.25,51.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,51.5,51.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,51.75,52.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,52.0,52.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,52.25,52.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,52.5,52.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,52.75,53.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,53.0,53.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,53.25,53.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,53.5,53.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,53.75,54.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,54.0,54.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,54.25,54.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,54.5,54.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,54.75,55.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,55.0,55.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,55.25,55.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,55.5,55.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,55.75,56.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,56.0,56.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,56.25,56.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,56.5,56.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,56.75,57.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,57.0,57.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,57.25,57.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,57.5,57.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,57.75,58.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,58.0,58.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,58.25,58.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,58.5,58.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,58.75,59.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,59.0,59.25,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,59.25,59.5,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,59.5,59.75,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,59.75,60.0,0.0,,,0.0,,,3,0,0
M0O100D1,bead,MED1,60.0,inf,0.0,,,0.0,,,3,0,0
M0O100D1,bead,OCT4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3
M0O100D1,bead,OCT4,0.25,0.5,3.5083333333333333,0.00020350266719559266,0.00020350266719559266,0.1127312438205724,7.482494503019924e-06,7.482494503019924e-06,3,3,3
M0O100D1,bead,OCT4,0.5,0.75,441.1583333333333,0.025687683981099756,0.025891186648295348,3.269779554241138,3.520819498618535e-05,4.0103034762154586e-05,3,3,3
M0O100D1,bead,OCT4,0.75,1.0,483.93333333333334,0.02818750502467632,0.05407869167297167,3.3676153778799165,0.0004242260423501839,0.0004483652293884967,3,3,3
M0O100D1,bead,OCT4,1.0,1.25,518.9666666666667,0.030225670753577235,0.08430436242654891,3.231904753134472,0.000257434730690264,0.0006662070387392389,3,3,3
M0O100D1,bead,OCT4,1.25,1.5,533.3249999999999,0.031074886166391643,0.11537924859294053,7.773392116701729,0.00059377094166784,0.0012027537500530277,3,3,3
M0O100D1,bead,OCT4,1.5,1.75,598.8166666666667,0.034888244034182975,0.15026749262712352,7.667151252801345,0.0006016220017407925,0.0017844416970967513,3,3,3
M0O100D1,bead,OCT4,1.75,2.0,649.75,0.03784270408629358,0.1881101967134171,9.892326571641286,0.0005563369651525652,0.002245736712716556,3,3,3
M0O100D1,bead,OCT4,2.0,2.25,626.4,0.03647917380186619,0.2245893705152833,10.826731963062622,0.0006114507213501039,0.002780080251994068,3,3,3
M0O100D1,bead,OCT4,2.25,2.5,566.3833333333333,0.03298966657803964,0.2575790370933229,10.129206944935657,0.0005272803556120494,0.0032077235629120304,3,3,3
M0O100D1,bead,OCT4,2.5,2.75,556.1166666666667,0.032370409318042644,0.2899494464113656,11.458193938546101,0.0004939149981532756,0.0034769653136038914,3,3,3
M0O100D1,bead,OCT4,2.75,3.0,564.6083333333332,0.03286607401921298,0.32281552043057854,11.972216099508625,0.0004918325297779578,0.0037381708363576553,3,3,3
M0O100D1,bead,OCT4,3.0,3.25,563.4,0.032807566365634346,0.3556230867962129,9.771162929764287,0.00035043165615823946,0.003905078369353046,3,3,3
M0O100D1,bead,OCT4,3.25,3.5,560.5166666666667,0.03264373684106762,0.38826682363728054,10.274249769853459,0.00044706547507973723,0.004281150816284281,3,3,3
M0O100D1,bead,OCT4,3.5,3.75,541.15,0.03149724197179487,0.41976406560907537,6.819411631511924,0.00013817050460157785,0.00429702243863837,3,3,3
M0O100D1,bead,OCT4,3.75,4.0,510.1333333333334,0.029685560476501064,0.4494496260855765,8.770060338066836,0.00027035310714719957,0.004364332816871698,3,3,3
M0O100D1,bead,OCT4,4.0,4.25,472.7416666666666,0.027514259588112194,0.47696388567368864,8.291876044257625,0.0003781178616266684,0.004709158026976929,3,3,3
M0O100D1,bead,OCT4,4.25,4.5,443.7083333333333,0.025832464727638563,0.5027963504013272,13.725371883243584,0.0006296723773283762,0.005050041770851463,3,3,3
M0O100D1,bead,OCT4,4.5,4.75,417.2916666666667,0.024282722223622922,0.5270790726249501,13.76447722702657,0.0006669187594515897,0.005593691018881664,3,3,3
M0O100D1,bead,OCT4,4.75,5.0,388.4083333333333,0.022609150733771333,0.5496882233587215,12.477988953887309,0.0006547578344952653,0.006225698693146406,3,3,3
M0O100D1,bead,OCT4,5.0,5.25,362.4916666666666,0.021109889120459427,0.5707981124791809,11.822497973496688,0.0005548061017028765,0.006686525948445311,3,3,3
M0O100D1,bead,OCT4,5.25,5.5,341.2416666666667,0.019849017850526587,0.5906471303297075,11.229323591977085,0.0005553396881862832,0.007167997060694299,3,3,3
M0O100D1,bead,OCT4,5.5,5.75,321.06666666666666,0.01865983909421411,0.6093069694239216,12.195653255702759,0.0005778179987615686,0.007478500747330568,3,3,3
M0O100D1,bead,OCT4,5.75,6.0,302.94166666666666,0.01761628805441264,0.6269232574783342,8.396514653910476,0.00037178025890237604,0.007834604085459981,3,3,3
M0O100D1,bead,OCT4,6.0,6.25,284.56666666666666,0.016529942504158127,0.6434531999824924,8.829083096977458,0.0003937266522196296,0.00820690625913846,3,3,3
M0O100D1,bead,OCT4,6.25,6.5,269.68333333333334,0.015664397673567764,0.6591175976560602,6.933673869842233,0.00031899179286487794,0.008524771911864803,3,3,3
M0O100D1,bead,OCT4,6.5,6.75,253.4333333333333,0.014700807962672516,0.6738184056187326,8.720533718376016,0.00042884222782424495,0.008949422521840887,3,3,3
M0O100D1,bead,OCT4,6.75,7.0,240.90833333333333,0.013970215451046894,0.6877886210697796,12.651342155413122,0.0006418913431516988,0.009586367418143647,3,3,3
M0O100D1,bead,OCT4,7.0,7.25,225.8083333333333,0.01308767481048481,0.7008762958802643,10.331091826778678,0.0005377019708528719,0.01012296178853465,3,3,3
M0O100D1,bead,OCT4,7.25,7.5,218.15833333333333,0.01264338333553633,0.7135196792158007,10.079444842516535,0.0005148107249434812,0.010634269042930088,3,3,3
M0O100D1,bead,OCT4,7.5,7.75,208.89166666666665,0.0120920297385832,0.7256117089543839,9.449151196447925,0.000482693788090838,0.011107715515541723,3,3,3
M0O100D1,bead,OCT4,7.75,8.0,197.25833333333333,0.011396920612375154,0.737008629566759,10.22589645622002,0.0005172721778258439,0.011620523009463916,3,3,3
M0O100D1,bead,OCT4,8.0,8.25,189.4,0.010924012240220998,0.74793264180698,9.295395365448423,0.0004356970865543772,0.011991704468720752,3,3,3
M0O100D1,bead,OCT4,8.25,8.5,183.29999999999998,0.010552615231524022,0.758485257038504,8.674423611975609,0.00042082376146374505,0.012411037339286213,3,3,3
M0O100D1,bead,OCT4,8.5,8.75,181.16666666666666,0.01043446069066132,0.7689197177291653,7.772762271762425,0.00035936179993658105,0.012724182272829064,3,3,3
M0O100D1,bead,OCT4,8.75,9.0,174.45000000000002,0.01003241306504855,0.7789521307942139,7.080033545118268,0.0003306793495425404,0.012963133444179823,3,3,3
M0O100D1,bead,OCT4,9.0,9.25,169.25833333333333,0.009730670382422925,0.7886828011766367,8.727482932285419,0.0004619762915517097,0.01298516055973385,3,3,3
M0O100D1,bead,OCT4,9.25,9.5,164.61666666666667,0.009467290239145816,0.7981500914157826,7.721331383468345,0.00042332324348060354,0.012901666165826,3,3,3
M0O100D1,bead,OCT4,9.5,9.75,163.35,0.009388341979947914,0.8075384333957305,10.548903971503389,0.0005663677735791441,0.013034141628677182,3,3,3
M0O100D1,bead,OCT4,9.75,10.0,160.91666666666666,0.009245835830503339,0.8167842692262338,7.467610617415278,0.0004007232059423458,0.013034033237828613,3,3,3
M0O100D1,bead,OCT4,10.0,10.25,154.3083333333333,0.008861506596429055,0.8256457758226629,5.749800721184466,0.0002989936153887555,0.013090318721775244,3,3,3
M0O100D1,bead,OCT4,10.25,10.5,149.5666666666667,0.008586688556755687,0.8342324643794186,7.455045830397911,0.00040942740657617374,0.013031651696461142,3,3,3
M0O100D1,bead,OCT4,10.5,10.75,144.15833333333333,0.00825933385546495,0.8424917982348834,7.616115042023287,0.00038149787074006003,0.013280896206374689,3,3,3
M0O100D1,bead,OCT4,10.75,11.0,140.4,0.008034710788698928,0.8505265090235824,5.587765653640097,0.00026128893399316036,0.013421728481160283,3,3,3
M0O100D1,bead,OCT4,11.0,11.25,136.86666666666667,0.007816553607110316,0.8583430626306927,4.0281302527765135,0.00020448588737362824,0.01338481786017682,3,3,3
M0O100D1,bead,OCT4,11.25,11.5,130.32500000000002,0.007438463363517136,0.8657815259942098,5.078324034561014,0.0002786262170656992,0.013234363700490932,3,3,3
M0O100D1,bead,OCT4,11.5,11.75,123.15833333333335,0.00702117045840201,0.8728026964526118,6.988219253381609,0.00035435217557243354,0.013205717074707628,3,3,3
M0O100D1,bead,OCT4,11.75,12.0,120.60000000000001,0.006878586891248101,0.87968128334386,6.699440275127469,0.00036900024903711355,0.012945783841445666,3,3,3
M0O100D1,bead,OCT4,12.0,12.25,114.23333333333333,0.006496953352707872,0.8861782366965679,3.7732887953790866,0.00018671230114638494,0.012804550574551142,3,3,3
M0O100D1,bead,OCT4,12.25,12.5,110.99166666666667,0.006308524688819262,0.8924867613853872,5.125508104893925,0.00029563671432733226,0.012536337211774207,3,3,3
